NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N
6,Município,1017,Toneladas,..,1712504,Marianópolis do Tocantins - TO,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,389293,1712504,Marianópolis do Tocantins - TO,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,49280,1712504,Marianópolis do Tocantins - TO,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1712702,Mateiros - TO,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,475444,1712702,Mateiros - TO,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,56505,1712702,Mateiros - TO,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1712801,Maurilândia do Tocantins - TO,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,6282,1712801,Maurilândia do Tocantins - TO,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,526,1712801,Maurilândia do Tocantins - TO,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1713205,Miracema do Tocantins - TO,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,228162,1713205,Miracema do Tocantins - TO,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,18751,1713205,Miracema do Tocantins - TO,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1713304,Miranorte - TO,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,154987,1713304,Miranorte - TO,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,19560,1713304,Miranorte - TO,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1713601,Monte do Carmo - TO,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,369432,1713601,Monte do Carmo - TO,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,51703,1713601,Monte do Carmo - TO,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1713700,Monte Santo do Tocantins - TO,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,30337,1713700,Monte Santo do Tocantins - TO,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,2817,1713700,Monte Santo do Tocantins - TO,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1713809,Palmeiras do Tocantins - TO,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,6261,1713809,Palmeiras do Tocantins - TO,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,739,1713809,Palmeiras do Tocantins - TO,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1713957,Muricilândia - TO,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,6777,1713957,Muricilândia - TO,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,1022,1713957,Muricilândia - TO,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1714203,Natividade - TO,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,35244,1714203,Natividade - TO,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,4262,1714203,Natividade - TO,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1714302,Nazaré - TO,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,4308,1714302,Nazaré - TO,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,335,1714302,Nazaré - TO,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1714880,Nova Olinda - TO,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,4373,1714880,Nova Olinda - TO,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,719,1714880,Nova Olinda - TO,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1715002,Nova Rosalândia - TO,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,105557,1715002,Nova Rosalândia - TO,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,12831,1715002,Nova Rosalândia - TO,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1715101,Novo Acordo - TO,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,54803,1715101,Novo Acordo - TO,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,7136,1715101,Novo Acordo - TO,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1715150,Novo Alegre - TO,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,1609,1715150,Novo Alegre - TO,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,168,1715150,Novo Alegre - TO,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1715259,Novo Jardim - TO,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,9328,1715259,Novo Jardim - TO,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,946,1715259,Novo Jardim - TO,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1715507,Oliveira de Fátima - TO,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,16070,1715507,Oliveira de Fátima - TO,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,2064,1715507,Oliveira de Fátima - TO,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1715705,Palmeirante - TO,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,84755,1715705,Palmeirante - TO,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,12506,1715705,Palmeirante - TO,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1715754,Palmeirópolis - TO,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,33576,1715754,Palmeirópolis - TO,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,4062,1715754,Palmeirópolis - TO,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1716109,Paraíso do Tocantins - TO,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,31755,1716109,Paraíso do Tocantins - TO,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,2660,1716109,Paraíso do Tocantins - TO,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1716208,Paranã - TO,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,6561,1716208,Paranã - TO,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,1068,1716208,Paranã - TO,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1716307,Pau D'Arco - TO,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,26315,1716307,Pau D'Arco - TO,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,533,1716307,Pau D'Arco - TO,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1716505,Pedro Afonso - TO,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,634259,1716505,Pedro Afonso - TO,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,67730,1716505,Pedro Afonso - TO,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1716604,Peixe - TO,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,521250,1716604,Peixe - TO,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,69264,1716604,Peixe - TO,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1716653,Pequizeiro - TO,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,23484,1716653,Pequizeiro - TO,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,3397,1716653,Pequizeiro - TO,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1716703,Colméia - TO,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,763,1716703,Colméia - TO,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,101,1716703,Colméia - TO,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1717008,Pindorama do Tocantins - TO,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,56361,1717008,Pindorama do Tocantins - TO,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,8850,1717008,Pindorama do Tocantins - TO,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1717206,Piraquê - TO,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,67991,1717206,Piraquê - TO,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,10910,1717206,Piraquê - TO,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1717503,Pium - TO,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,333218,1717503,Pium - TO,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,40741,1717503,Pium - TO,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1717800,Ponte Alta do Bom Jesus - TO,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,3295,1717800,Ponte Alta do Bom Jesus - TO,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,360,1717800,Ponte Alta do Bom Jesus - TO,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1717909,Ponte Alta do Tocantins - TO,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,3564,1717909,Ponte Alta do Tocantins - TO,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,548,1717909,Ponte Alta do Tocantins - TO,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1718006,Porto Alegre do Tocantins - TO,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,13022,1718006,Porto Alegre do Tocantins - TO,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,1569,1718006,Porto Alegre do Tocantins - TO,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1718204,Porto Nacional - TO,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,528362,1718204,Porto Nacional - TO,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,64305,1718204,Porto Nacional - TO,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1718303,Praia Norte - TO,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,748,1718303,Praia Norte - TO,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,109,1718303,Praia Norte - TO,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1718402,Presidente Kennedy - TO,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,212,1718402,Presidente Kennedy - TO,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,38,1718402,Presidente Kennedy - TO,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1718451,Pugmil - TO,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,56889,1718451,Pugmil - TO,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,5813,1718451,Pugmil - TO,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1718501,Recursolândia - TO,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,1579,1718501,Recursolândia - TO,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,277,1718501,Recursolândia - TO,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1718550,Riachinho - TO,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,4800,1718550,Riachinho - TO,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,390,1718550,Riachinho - TO,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1718659,Rio da Conceição - TO,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,823,1718659,Rio da Conceição - TO,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,91,1718659,Rio da Conceição - TO,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1718709,Rio dos Bois - TO,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,92635,1718709,Rio dos Bois - TO,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,16426,1718709,Rio dos Bois - TO,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1718758,Rio Sono - TO,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,40623,1718758,Rio Sono - TO,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,6319,1718758,Rio Sono - TO,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1718808,Sampaio - TO,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,2836,1718808,Sampaio - TO,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,638,1718808,Sampaio - TO,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1718840,Sandolândia - TO,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,14419,1718840,Sandolândia - TO,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,1575,1718840,Sandolândia - TO,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1718865,Santa Fé do Araguaia - TO,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,102913,1718865,Santa Fé do Araguaia - TO,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,17557,1718865,Santa Fé do Araguaia - TO,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1718881,Santa Maria do Tocantins - TO,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,119775,1718881,Santa Maria do Tocantins - TO,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,17526,1718881,Santa Maria do Tocantins - TO,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1718899,Santa Rita do Tocantins - TO,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,207196,1718899,Santa Rita do Tocantins - TO,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,31704,1718899,Santa Rita do Tocantins - TO,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1718907,Santa Rosa do Tocantins - TO,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,391340,1718907,Santa Rosa do Tocantins - TO,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,51249,1718907,Santa Rosa do Tocantins - TO,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1719004,Santa Tereza do Tocantins - TO,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,532,1719004,Santa Tereza do Tocantins - TO,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,92,1719004,Santa Tereza do Tocantins - TO,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1720002,Santa Terezinha do Tocantins - TO,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,1537,1720002,Santa Terezinha do Tocantins - TO,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,206,1720002,Santa Terezinha do Tocantins - TO,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1720101,São Bento do Tocantins - TO,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,11747,1720101,São Bento do Tocantins - TO,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,1474,1720101,São Bento do Tocantins - TO,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1720150,São Félix do Tocantins - TO,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,254,1720150,São Félix do Tocantins - TO,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,80,1720150,São Félix do Tocantins - TO,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1720200,São Miguel do Tocantins - TO,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,2137,1720200,São Miguel do Tocantins - TO,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,255,1720200,São Miguel do Tocantins - TO,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1720259,São Salvador do Tocantins - TO,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,4144,1720259,São Salvador do Tocantins - TO,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,312,1720259,São Salvador do Tocantins - TO,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1720309,São Sebastião do Tocantins - TO,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,968,1720309,São Sebastião do Tocantins - TO,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,145,1720309,São Sebastião do Tocantins - TO,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1720499,São Valério - TO,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,158729,1720499,São Valério - TO,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,18620,1720499,São Valério - TO,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1720655,Silvanópolis - TO,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,230674,1720655,Silvanópolis - TO,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,31149,1720655,Silvanópolis - TO,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1720804,Sítio Novo do Tocantins - TO,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,2196,1720804,Sítio Novo do Tocantins - TO,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,243,1720804,Sítio Novo do Tocantins - TO,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1720853,Sucupira - TO,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,151003,1720853,Sucupira - TO,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,17925,1720853,Sucupira - TO,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1720903,Taguatinga - TO,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,8384,1720903,Taguatinga - TO,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,900,1720903,Taguatinga - TO,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1720937,Taipas do Tocantins - TO,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,1561,1720937,Taipas do Tocantins - TO,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,137,1720937,Taipas do Tocantins - TO,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1720978,Talismã - TO,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,141285,1720978,Talismã - TO,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,17715,1720978,Talismã - TO,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1721000,Palmas - TO,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,169927,1721000,Palmas - TO,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,20984,1721000,Palmas - TO,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1721109,Tocantínia - TO,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,41360,1721109,Tocantínia - TO,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,4380,1721109,Tocantínia - TO,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1721208,Tocantinópolis - TO,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,2795,1721208,Tocantinópolis - TO,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,412,1721208,Tocantinópolis - TO,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1721257,Tupirama - TO,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,132757,1721257,Tupirama - TO,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,18665,1721257,Tupirama - TO,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1721307,Tupiratins - TO,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,7596,1721307,Tupiratins - TO,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,1389,1721307,Tupiratins - TO,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1722081,Wanderlândia - TO,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,15369,1722081,Wanderlândia - TO,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,1835,1722081,Wanderlândia - TO,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1722107,Xambioá - TO,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,6864,1722107,Xambioá - TO,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,1336,1722107,Xambioá - TO,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2100055,Açailândia - MA,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,717053,2100055,Açailândia - MA,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,77575,2100055,Açailândia - MA,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2100105,Afonso Cunha - MA,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,85280,2100105,Afonso Cunha - MA,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,10582,2100105,Afonso Cunha - MA,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2100154,Água Doce do Maranhão - MA,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,2481,2100154,Água Doce do Maranhão - MA,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,818,2100154,Água Doce do Maranhão - MA,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2100204,Alcântara - MA,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,2137,2100204,Alcântara - MA,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,926,2100204,Alcântara - MA,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2100303,Aldeias Altas - MA,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,117203,2100303,Aldeias Altas - MA,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,9834,2100303,Aldeias Altas - MA,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2100402,Altamira do Maranhão - MA,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,4031,2100402,Altamira do Maranhão - MA,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,1093,2100402,Altamira do Maranhão - MA,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2100436,Alto Alegre do Maranhão - MA,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,1455,2100436,Alto Alegre do Maranhão - MA,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,653,2100436,Alto Alegre do Maranhão - MA,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2100477,Alto Alegre do Pindaré - MA,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,5841,2100477,Alto Alegre do Pindaré - MA,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,1037,2100477,Alto Alegre do Pindaré - MA,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2100501,Alto Parnaíba - MA,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,746268,2100501,Alto Parnaíba - MA,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,83895,2100501,Alto Parnaíba - MA,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2100550,Amapá do Maranhão - MA,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,1221,2100550,Amapá do Maranhão - MA,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,404,2100550,Amapá do Maranhão - MA,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2100600,Amarante do Maranhão - MA,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,11149,2100600,Amarante do Maranhão - MA,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,3069,2100600,Amarante do Maranhão - MA,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2100709,Anajatuba - MA,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,1782,2100709,Anajatuba - MA,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,788,2100709,Anajatuba - MA,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2100808,Anapurus - MA,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,40251,2100808,Anapurus - MA,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,9243,2100808,Anapurus - MA,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2100832,Apicum-Açu - MA,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,1153,2100832,Apicum-Açu - MA,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,499,2100832,Apicum-Açu - MA,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2100873,Araguanã - MA,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,853,2100873,Araguanã - MA,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,394,2100873,Araguanã - MA,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2100907,Araioses - MA,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,5897,2100907,Araioses - MA,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,1409,2100907,Araioses - MA,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2100956,Arame - MA,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,6563,2100956,Arame - MA,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,3401,2100956,Arame - MA,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2101004,Arari - MA,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,26081,2101004,Arari - MA,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,3998,2101004,Arari - MA,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2101103,Axixá - MA,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,820,2101103,Axixá - MA,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,353,2101103,Axixá - MA,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2101202,Bacabal - MA,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,7132,2101202,Bacabal - MA,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,2646,2101202,Bacabal - MA,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2101251,Bacabeira - MA,2022,2022,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,536,2101251,Bacabeira - MA,2022,2022,215,Valor da produção,0,Total
